西元年,月,日,星期,總運量,日期,是否為節日
2019,12,19,四,2409075,2019-12-19,否
2019,12,20,五,2668231,2019-12-20,否
2019,12,21,六,2341312,2019-12-21,是
2019,12,22,日,1964639,2019-12-22,是
2019,12,23,一,2383457,2019-12-23,否
2019,12,24,二,2476680,2019-12-24,否
2019,12,25,三,2520902,2019-12-25,否
2019,12,26,四,2466352,2019-12-26,否
2019,12,27,五,2658619,2019-12-27,否
2019,12,28,六,2298630,2019-12-28,是
2019,12,29,日,1777124,2019-12-29,是
2019,12,30,一,2469682,2019-12-30,否
2019,12,31,二,3206078,2019-12-31,否
2019,11,1,五,2464262,2019-11-01,否
2019,11,2,六,2105449,2019-11-02,是
2019,11,3,日,1719091,2019-11-03,是
2019,11,4,一,2196194,2019-11-04,否
2019,11,5,二,2252698,2019-11-05,否
2019,11,6,三,2308167,2019-11-06,否
2019,11,7,四,2335815,2019-11-07,否
2019,11,8,五,2564689,2019-11-08,否
2019,11,9,六,2255871,2019-11-09,是
2019,11,10,日,1889814,2019-11-10,是
2019,11,11,一,2302037,2019-11-11,否
2019,11,12,二,2307605,2019-11-12,否
2019,11,13,三,2337765,2019-11-13,否
2019,11,14,四,2347845,2019-11-14,否
2019,11,15,五,2616701,2019-11-15,否
2019,11,16,六,2328215,2019-11-16,是
2019,11,17,日,1986973,2019-11-17,是
2019,11,18,一,2292076,2019-11-18,否
2019,11,19,二,2303083,2019-11-19,否
2019,11,20,三,2332124,2019-11-20,否
2019,11,21,四,2358032,2019-11-21,否
2019,11,22,五,2548672,2019-11-22,否
2019,11,23,六,2194831,2019-11-23,是
2019,11,24,日,1862081,2019-11-24,是
2019,11,25,一,2252315,2019-11-25,否
2019,11,26,二,2308661,2019-11-26,否
2019,11,27,三,2351309,2019-11-27,否
2019,11,28,四,2366865,2019-11-28,否
2019,11,29,五,2597764,2019-11-29,否
2019,11,30,六,2297768,2019-11-30,是
2019,10,1,二,2292880,2019-10-01,否
2019,10,2,三,2320208,2019-10-02,否
2019,10,3,四,2350820,2019-10-03,否
2019,10,4,五,2471547,2019-10-04,否
2019,10,5,六,2461004,2019-10-05,否
2019,10,6,日,1826012,2019-10-06,是
2019,10,7,一,2242657,2019-10-07,否
2019,10,8,二,2298581,2019-10-08,否
2019,10,9,三,2452474,2019-10-09,否
2019,10,10,四,1942428,2019-10-10,是
2019,10,11,五,1959026,2019-10-11,是
2019,10,12,六,1961987,2019-10-12,是
2019,10,13,日,1708211,2019-10-13,是
2019,10,14,一,2187500,2019-10-14,否
2019,10,15,二,2231028,2019-10-15,否
2019,10,16,三,2278993,2019-10-16,否
2019,10,17,四,2314569,2019-10-17,否
2019,10,18,五,2495506,2019-10-18,否
2019,10,19,六,2148575,2019-10-19,是
2019,10,20,日,1854954,2019-10-20,是
2019,10,21,一,2231596,2019-10-21,否
2019,10,22,二,2288077,2019-10-22,否
2019,10,23,三,2306153,2019-10-23,否
2019,10,24,四,2315146,2019-10-24,否
2019,10,25,五,2530722,2019-10-25,否
2019,10,26,六,2316211,2019-10-26,是
2019,10,27,日,1844947,2019-10-27,是
2019,10,28,一,2223379,2019-10-28,否
2019,10,29,二,2247981,2019-10-29,否
2019,10,30,三,2275598,2019-10-30,否
2019,10,31,四,2306005,2019-10-31,否
2019,9,1,日,1623798,2019-09-01,是
2019,9,2,一,2138424,2019-09-02,否
2019,9,3,二,2197072,2019-09-03,是
2019,9,4,三,2176799,2019-09-04,否
2019,9,5,四,2218142,2019-09-05,否
2019,9,6,五,2424273,2019-09-06,否
2019,9,7,六,2027949,2019-09-07,是
2019,9,8,日,1791084,2019-09-08,是
2019,9,9,一,2217165,2019-09-09,否
2019,9,10,二,2275866,2019-09-10,否
2019,9,11,三,2313030,2019-09-11,否
2019,9,12,四,2432772,2019-09-12,否
2019,9,13,五,1546868,2019-09-13,是
2019,9,14,六,1683910,2019-09-14,是
2019,9,15,日,1512205,2019-09-15,是
2019,9,16,一,2193878,2019-09-16,否
2019,9,17,二,2253288,2019-09-17,否
2019,9,18,三,2281347,2019-09-18,否
2019,9,19,四,2309953,2019-09-19,否
2019,9,20,五,2533218,2019-09-20,否
2019,9,21,六,2022528,2019-09-21,是
2019,9,22,日,1773481,2019-09-22,是
2019,9,23,一,2213270,2019-09-23,否
2019,9,24,二,2251458,2019-09-24,否
2019,9,25,三,2287557,2019-09-25,否
2019,9,26,四,2300313,2019-09-26,否
2019,9,27,五,2479753,2019-09-27,否
2019,9,28,六,1965804,2019-09-28,是
2019,9,29,日,1770248,2019-09-29,是
2019,9,30,一,701836,2019-09-30,否
2019,8,1,四,2263609,2019-08-01,否
2019,8,2,五,2400949,2019-08-02,否
2019,8,3,六,2107717,2019-08-03,是
2019,8,4,日,1760848,2019-08-04,是
2019,8,5,一,2204133,2019-08-05,否
2019,8,6,二,2268297,2019-08-06,否
2019,8,7,三,2305404,2019-08-07,否
2019,8,8,四,2088700,2019-08-08,否
2019,8,9,五,814909,2019-08-09,否
2019,8,10,六,1975405,2019-08-10,是
2019,8,11,日,1741166,2019-08-11,是
2019,8,12,一,2248786,2019-08-12,否
2019,8,13,二,2293653,2019-08-13,否
2019,8,14,三,2279835,2019-08-14,否
2019,8,15,四,2200823,2019-08-15,否
2019,8,16,五,2428999,2019-08-16,否
2019,8,17,六,2037193,2019-08-17,是
2019,8,18,日,1695698,2019-08-18,是
2019,8,19,一,2199921,2019-08-19,否
2019,8,20,二,2253664,2019-08-20,否
2019,8,21,三,2234508,2019-08-21,否
2019,8,22,四,2297438,2019-08-22,否
2019,8,23,五,2425579,2019-08-23,否
2019,8,24,六,1728195,2019-08-24,是
2019,8,25,日,1701143,2019-08-25,是
2019,8,26,一,2182579,2019-08-26,否
2019,8,27,二,2231373,2019-08-27,否
2019,8,28,三,2244299,2019-08-28,否
2019,8,29,四,2188576,2019-08-29,否
2019,8,30,五,2312255,2019-08-30,否
2019,8,31,六,1951699,2019-08-31,是
2019,7,1,一,2149536,2019-07-01,否
2019,7,2,二,2140734,2019-07-02,否
2019,7,3,三,2222202,2019-07-03,否
2019,7,4,四,2218401,2019-07-04,否
2019,7,5,五,2395762,2019-07-05,否
2019,7,6,六,1994593,2019-07-06,是
2019,7,7,日,1756168,2019-07-07,是
2019,7,8,一,2191522,2019-07-08,否
2019,7,9,二,2224636,2019-07-09,否
2019,7,10,三,2257222,2019-07-10,否
2019,7,11,四,2234398,2019-07-11,否
2019,7,12,五,2386099,2019-07-12,否
2019,7,13,六,2004271,2019-07-13,是
2019,7,14,日,1711032,2019-07-14,是
2019,7,15,一,2182751,2019-07-15,否
2019,7,16,二,2237960,2019-07-16,否
2019,7,17,三,2234253,2019-07-17,否
2019,7,18,四,2141147,2019-07-18,否
2019,7,19,五,2341842,2019-07-19,否
2019,7,20,六,1934467,2019-07-20,是
2019,7,21,日,1686369,2019-07-21,是
2019,7,22,一,2159151,2019-07-22,否
2019,7,23,二,2214504,2019-07-23,否
2019,7,24,三,2260070,2019-07-24,否
2019,7,25,四,2291565,2019-07-25,否
2019,7,26,五,2421873,2019-07-26,否
2019,7,27,六,2078953,2019-07-27,是
2019,7,28,日,1796144,2019-07-28,是
2019,7,29,一,2189864,2019-07-29,否
2019,7,30,二,2236019,2019-07-30,否
2019,7,31,三,2264280,2019-07-31,否
2019,6,1,六,2149155,2019-06-01,是
2019,6,2,日,1713842,2019-06-02,是
2019,6,3,一,2179379,2019-06-03,否
2019,6,4,二,2215656,2019-06-04,否
2019,6,5,三,2270143,2019-06-05,否
2019,6,6,四,2396157,2019-06-06,否
2019,6,7,五,1548142,2019-06-07,是
2019,6,8,六,1802883,2019-06-08,是
2019,6,9,日,1666067,2019-06-09,是
2019,6,10,一,2169406,2019-06-10,否
2019,6,11,二,2176509,2019-06-11,否
2019,6,12,三,2250689,2019-06-12,否
2019,6,13,四,2254263,2019-06-13,否
2019,6,14,五,2428458,2019-06-14,否
2019,6,15,六,2094047,2019-06-15,是
2019,6,16,日,1753648,2019-06-16,是
2019,6,17,一,2168868,2019-06-17,否
2019,6,18,二,2202277,2019-06-18,否
2019,6,19,三,2248969,2019-06-19,否
2019,6,20,四,2272541,2019-06-20,否
2019,6,21,五,2442732,2019-06-21,否
2019,6,22,六,1975156,2019-06-22,是
2019,6,23,日,1639811,2019-06-23,是
2019,6,24,一,2154830,2019-06-24,否
2019,6,25,二,2183938,2019-06-25,否
2019,6,26,三,2228887,2019-06-26,否
2019,6,27,四,2222730,2019-06-27,否
2019,6,28,五,2456641,2019-06-28,否
2019,6,29,六,1960312,2019-06-29,是
2019,6,30,日,1673669,2019-06-30,是
2019,5,1,三,1853602,2019-05-01,是
2019,5,2,四,2322312,2019-05-02,否
2019,5,3,五,2535932,2019-05-03,否
2019,5,4,六,2088661,2019-05-04,是
2019,5,5,日,1821025,2019-05-05,是
2019,5,6,一,2228204,2019-05-06,否
2019,5,7,二,2237322,2019-05-07,否
2019,5,8,三,2254609,2019-05-08,否
2019,5,9,四,2283830,2019-05-09,否
2019,5,10,五,2483610,2019-05-10,否
2019,5,11,六,1986173,2019-05-11,是
2019,5,12,日,1662626,2019-05-12,是
2019,5,13,一,2161724,2019-05-13,否
2019,5,14,二,2197050,2019-05-14,否
2019,5,15,三,2237950,2019-05-15,否
2019,5,16,四,2239652,2019-05-16,否
2019,5,17,五,2461059,2019-05-17,否
2019,5,18,六,2109137,2019-05-18,是
2019,5,19,日,1824522,2019-05-19,是
2019,5,20,一,2112820,2019-05-20,否
2019,5,21,二,2209551,2019-05-21,否
2019,5,22,三,2226022,2019-05-22,否
2019,5,23,四,2241168,2019-05-23,否
2019,5,24,五,2446566,2019-05-24,否
2019,5,25,六,2126695,2019-05-25,是
2019,5,26,日,1751235,2019-05-26,是
2019,5,27,一,2135073,2019-05-27,否
2019,5,28,二,2178640,2019-05-28,否
2019,5,29,三,2276928,2019-05-29,否
2019,5,30,四,2294240,2019-05-30,否
2019,5,31,五,2482914,2019-05-31,否
2019,4,1,一,2144804,2019-04-01,否
2019,4,2,二,2171834,2019-04-02,否
2019,4,3,三,2273568,2019-04-03,否
2019,4,4,四,1735515,2019-04-04,是
2019,4,5,五,1566395,2019-04-05,是
2019,4,6,六,1900553,2019-04-06,是
2019,4,7,日,1630024,2019-04-07,是
2019,4,8,一,2145864,2019-04-08,否
2019,4,9,二,2183861,2019-04-09,否
2019,4,10,三,2219725,2019-04-10,否
2019,4,11,四,2241734,2019-04-11,否
2019,4,12,五,2444520,2019-04-12,否
2019,4,13,六,2043937,2019-04-13,是
2019,4,14,日,1774276,2019-04-14,是
2019,4,15,一,2196041,2019-04-15,否
2019,4,16,二,2216472,2019-04-16,否
2019,4,17,三,2290629,2019-04-17,否
2019,4,18,四,2123512,2019-04-18,否
2019,4,19,五,2486534,2019-04-19,否
2019,4,20,六,2100220,2019-04-20,是
2019,4,21,日,1763745,2019-04-21,是
2019,4,22,一,2175378,2019-04-22,否
2019,4,23,二,2238959,2019-04-23,否
2019,4,24,三,2282495,2019-04-24,否
2019,4,25,四,2292426,2019-04-25,否
2019,4,26,五,2502241,2019-04-26,否
2019,4,27,六,2145151,2019-04-27,是
2019,4,28,日,1832023,2019-04-28,是
2019,4,29,一,2230815,2019-04-29,否
2019,4,30,二,2320863,2019-04-30,否
2019,3,1,五,2046878,2019-03-01,是
2019,3,2,六,2055351,2019-03-02,是
2019,3,3,日,1541049,2019-03-03,是
2019,3,4,一,2187528,2019-03-04,否
2019,3,5,二,2253218,2019-03-05,否
2019,3,6,三,2276962,2019-03-06,否
2019,3,7,四,2308495,2019-03-07,否
2019,3,8,五,2532508,2019-03-08,否
2019,3,9,六,2047649,2019-03-09,是
2019,3,10,日,1705560,2019-03-10,是
2019,3,11,一,2234324,2019-03-11,否
2019,3,12,二,2298293,2019-03-12,否
2019,3,13,三,2307463,2019-03-13,否
2019,3,14,四,2301836,2019-03-14,否
2019,3,15,五,2533921,2019-03-15,否
2019,3,16,六,2185367,2019-03-16,是
2019,3,17,日,1865367,2019-03-17,是
2019,3,18,一,2243896,2019-03-18,否
2019,3,19,二,2261202,2019-03-19,否
2019,3,20,三,2282430,2019-03-20,否
2019,3,21,四,2288102,2019-03-21,否
2019,3,22,五,2472357,2019-03-22,否
2019,3,23,六,2052710,2019-03-23,是
2019,3,24,日,1665625,2019-03-24,是
2019,3,25,一,2192137,2019-03-25,否
2019,3,26,二,2276154,2019-03-26,否
2019,3,27,三,2304978,2019-03-27,否
2019,3,28,四,2319606,2019-03-28,否
2019,3,29,五,2470642,2019-03-29,否
2019,3,30,六,2077896,2019-03-30,是
2019,3,31,日,1689492,2019-03-31,是
2019,2,1,五,2269621,2019-02-01,否
2019,2,2,六,1615859,2019-02-02,是
2019,2,3,日,1272730,2019-02-03,是
2019,2,4,一,797530,2019-02-04,是
2019,2,5,二,1413531,2019-02-05,是
2019,2,6,三,1498861,2019-02-06,是
2019,2,7,四,1751848,2019-02-07,是
2019,2,8,五,1741781,2019-02-08,是
2019,2,9,六,1738442,2019-02-09,是
2019,2,10,日,1600375,2019-02-10,是
2019,2,11,一,2117422,2019-02-11,否
2019,2,12,二,2204440,2019-02-12,否
2019,2,13,三,2247816,2019-02-13,否
2019,2,14,四,2331604,2019-02-14,否
2019,2,15,五,2513685,2019-02-15,否
2019,2,16,六,2352160,2019-02-16,是
2019,2,17,日,2018971,2019-02-17,是
2019,2,18,一,2269452,2019-02-18,否
2019,2,19,二,2295503,2019-02-19,否
2019,2,20,三,2307053,2019-02-20,否
2019,2,21,四,2299896,2019-02-21,否
2019,2,22,五,2403239,2019-02-22,否
2019,2,23,六,2383436,2019-02-23,否
2019,2,24,日,1683320,2019-02-24,是
2019,2,25,一,2225632,2019-02-25,否
2019,2,26,二,2273836,2019-02-26,否
2019,2,27,三,2433172,2019-02-27,否
2019,2,28,四,1952603,2019-02-28,是
2019,1,1,二,1628886,2019-01-01,是
2019,1,2,三,2252978,2019-01-02,否
2019,1,3,四,2269048,2019-01-03,否
2019,1,4,五,2448988,2019-01-04,否
2019,1,5,六,1951667,2019-01-05,是
2019,1,6,日,1557160,2019-01-06,是
2019,1,7,一,2185682,2019-01-07,否
2019,1,8,二,2222106,2019-01-08,否
2019,1,9,三,2244563,2019-01-09,否
2019,1,10,四,2290502,2019-01-10,否
2019,1,11,五,2494932,2019-01-11,否
2019,1,12,六,2074242,2019-01-12,是
2019,1,13,日,1773966,2019-01-13,是
2019,1,14,一,2192358,2019-01-14,否
2019,1,15,二,2232255,2019-01-15,否
2019,1,16,三,2243466,2019-01-16,否
2019,1,17,四,2269923,2019-01-17,否
2019,1,18,五,2526685,2019-01-18,否
2019,1,19,六,2351756,2019-01-19,否
2019,1,20,日,1841643,2019-01-20,是
2019,1,21,一,2241036,2019-01-21,否
2019,1,22,二,2256106,2019-01-22,否
2019,1,23,三,2315776,2019-01-23,否
2019,1,24,四,2334810,2019-01-24,否
2019,1,25,五,2513568,2019-01-25,否
2019,1,26,六,2172969,2019-01-26,是
2019,1,27,日,1896648,2019-01-27,是
2019,1,28,一,2303673,2019-01-28,否
2019,1,29,二,2288084,2019-01-29,否
2019,1,30,三,2321252,2019-01-30,否
2019,1,31,四,2306449,2019-01-31,否
2018,12,1,六,2207301,2018-12-01,是
2018,12,2,日,1898683,2018-12-02,是
2018,12,3,一,2177410,2018-12-03,否
2018,12,4,二,2216541,2018-12-04,否
2018,12,5,三,2242309,2018-12-05,否
2018,12,6,四,2273687,2018-12-06,否
2018,12,7,五,2533863,2018-12-07,否
2018,12,8,六,2310004,2018-12-08,是
2018,12,9,日,1916109,2018-12-09,是
2018,12,10,一,2226145,2018-12-10,否
2018,12,11,二,2243604,2018-12-11,否
2018,12,12,三,2274762,2018-12-12,否
2018,12,13,四,2319605,2018-12-13,否
2018,12,14,五,2562165,2018-12-14,否
2018,12,15,六,2460715,2018-12-15,是
2018,12,16,日,1994530,2018-12-16,是
2018,12,17,一,2239116,2018-12-17,否
2018,12,18,二,2285329,2018-12-18,否
2018,12,19,三,2321389,2018-12-19,否
2018,12,20,四,2344458,2018-12-20,否
2018,12,21,五,2480222,2018-12-21,否
2018,12,22,六,2414510,2018-12-22,否
2018,12,23,日,1931005,2018-12-23,是
2018,12,24,一,2396806,2018-12-24,否
2018,12,25,二,2419527,2018-12-25,否
2018,12,26,三,2353220,2018-12-26,否
2018,12,27,四,2382990,2018-12-27,否
2018,12,28,五,2556038,2018-12-28,否
2018,12,29,六,2089333,2018-12-29,是
2018,12,30,日,1991755,2018-12-30,是
2018,12,31,一,2500014,2018-12-31,是
2018,11,1,四,2227918,2018-11-01,否
2018,11,2,五,2411171,2018-11-02,否
2018,11,3,六,1985585,2018-11-03,是
2018,11,4,日,1665633,2018-11-04,是
2018,11,5,一,2156493,2018-11-05,否
2018,11,6,二,2196023,2018-11-06,否
2018,11,7,三,2207437,2018-11-07,否
2018,11,8,四,2267301,2018-11-08,否
2018,11,9,五,2476586,2018-11-09,否
2018,11,10,六,2170363,2018-11-10,是
2018,11,11,日,1835816,2018-11-11,是
2018,11,12,一,2170952,2018-11-12,否
2018,11,13,二,2203309,2018-11-13,否
2018,11,14,三,2238602,2018-11-14,否
2018,11,15,四,2275230,2018-11-15,否
2018,11,16,五,2514307,2018-11-16,否
2018,11,17,六,2135911,2018-11-17,是
2018,11,18,日,1948157,2018-11-18,是
2018,11,19,一,2225249,2018-11-19,否
2018,11,20,二,2211864,2018-11-20,否
2018,11,21,三,2244063,2018-11-21,否
2018,11,22,四,2296543,2018-11-22,否
2018,11,23,五,2554961,2018-11-23,否
2018,11,24,六,1827798,2018-11-24,是
2018,11,25,日,1757192,2018-11-25,是
2018,11,26,一,2195487,2018-11-26,否
2018,11,27,二,2202772,2018-11-27,否
2018,11,28,三,2235089,2018-11-28,否
2018,11,29,四,2280531,2018-11-29,否
2018,11,30,五,2488602,2018-11-30,否
2018,10,1,一,2154571,2018-10-01,否
2018,10,2,二,2206724,2018-10-02,否
2018,10,3,三,2246435,2018-10-03,否
2018,10,4,四,2257632,2018-10-04,否
2018,10,5,五,2461705,2018-10-05,否
2018,10,6,六,2130285,2018-10-06,是
2018,10,7,日,1728126,2018-10-07,是
2018,10,8,一,2166701,2018-10-08,否
2018,10,9,二,2331815,2018-10-09,否
2018,10,10,三,1695510,2018-10-10,是
2018,10,11,四,2224929,2018-10-11,否
2018,10,12,五,2450895,2018-10-12,否
2018,10,13,六,2013358,2018-10-13,是
2018,10,14,日,1763493,2018-10-14,是
2018,10,15,一,2161895,2018-10-15,否
2018,10,16,二,2207070,2018-10-16,否
2018,10,17,三,2240954,2018-10-17,否
2018,10,18,四,2278689,2018-10-18,否
2018,10,19,五,2464544,2018-10-19,否
2018,10,20,六,2167850,2018-10-20,是
2018,10,21,日,1855895,2018-10-21,是
2018,10,22,一,2146150,2018-10-22,否
2018,10,23,二,2193334,2018-10-23,否
2018,10,24,三,2220726,2018-10-24,否
2018,10,25,四,2251799,2018-10-25,否
2018,10,26,五,2443582,2018-10-26,否
2018,10,27,六,2198894,2018-10-27,是
2018,10,28,日,1823406,2018-10-28,是
2018,10,29,一,2160781,2018-10-29,否
2018,10,30,二,2191637,2018-10-30,否
2018,10,31,三,2232478,2018-10-31,否
2018,9,1,六,1876143,2018-09-01,是
2018,9,2,日,1593331,2018-09-02,是
2018,9,3,一,2103229,2018-09-03,是
2018,9,4,二,2106183,2018-09-04,否
2018,9,5,三,2134851,2018-09-05,否
2018,9,6,四,2163596,2018-09-06,否
2018,9,7,五,2306418,2018-09-07,否
2018,9,8,六,1851644,2018-09-08,是
2018,9,9,日,1481143,2018-09-09,是
2018,9,10,一,2151451,2018-09-10,否
2018,9,11,二,2190699,2018-09-11,否
2018,9,12,三,2191163,2018-09-12,否
2018,9,13,四,2205266,2018-09-13,否
2018,9,14,五,2372248,2018-09-14,否
2018,9,15,六,1901598,2018-09-15,是
2018,9,16,日,1639270,2018-09-16,是
2018,9,17,一,2141871,2018-09-17,否
2018,9,18,二,2175866,2018-09-18,否
2018,9,19,三,2199273,2018-09-19,否
2018,9,20,四,2219427,2018-09-20,否
2018,9,21,五,2414691,2018-09-21,否
2018,9,22,六,1798490,2018-09-22,是
2018,9,23,日,1576070,2018-09-23,是
2018,9,24,一,1374677,2018-09-24,是
2018,9,25,二,2163935,2018-09-25,否
2018,9,26,三,2221276,2018-09-26,否
2018,9,27,四,2249922,2018-09-27,否
2018,9,28,五,2384178,2018-09-28,否
2018,9,29,六,1930891,2018-09-29,是
2018,9,30,日,1750079,2018-09-30,是
2018,8,1,三,2138668,2018-08-01,否
2018,8,2,四,2162278,2018-08-02,否
2018,8,3,五,2286623,2018-08-03,否
2018,8,4,六,1901059,2018-08-04,是
2018,8,5,日,1682194,2018-08-05,是
2018,8,6,一,2101574,2018-08-06,否
2018,8,7,二,2169044,2018-08-07,否
2018,8,8,三,2150784,2018-08-08,否
2018,8,9,四,2197511,2018-08-09,否
2018,8,10,五,2356231,2018-08-10,否
2018,8,11,六,1996335,2018-08-11,是
2018,8,12,日,1684264,2018-08-12,是
2018,8,13,一,2136361,2018-08-13,否
2018,8,14,二,2197576,2018-08-14,否
2018,8,15,三,2216779,2018-08-15,否
2018,8,16,四,2246552,2018-08-16,否
2018,8,17,五,2370889,2018-08-17,否
2018,8,18,六,2014748,2018-08-18,是
2018,8,19,日,1683467,2018-08-19,是
2018,8,20,一,2112543,2018-08-20,否
2018,8,21,二,2140829,2018-08-21,否
2018,8,22,三,2173958,2018-08-22,否
2018,8,23,四,2167639,2018-08-23,否
2018,8,24,五,2259305,2018-08-24,否
2018,8,25,六,1736586,2018-08-25,是
2018,8,26,日,1631422,2018-08-26,是
2018,8,27,一,2101189,2018-08-27,否
2018,8,28,二,2127032,2018-08-28,否
2018,8,29,三,2119043,2018-08-29,否
2018,8,30,四,2124015,2018-08-30,否
2018,8,31,五,2297374,2018-08-31,否
2018,7,1,日,1646887,2018-07-01,是
2018,7,2,一,2099540,2018-07-02,否
2018,7,3,二,2123857,2018-07-03,否
2018,7,4,三,2148260,2018-07-04,否
2018,7,5,四,2173878,2018-07-05,否
2018,7,6,五,2335565,2018-07-06,否
2018,7,7,六,1937749,2018-07-07,是
2018,7,8,日,1679477,2018-07-08,是
2018,7,9,一,2154085,2018-07-09,否
2018,7,10,二,1710138,2018-07-10,否
2018,7,11,三,1482047,2018-07-11,否
2018,7,12,四,2197522,2018-07-12,否
2018,7,13,五,2372122,2018-07-13,否
2018,7,14,六,1957895,2018-07-14,是
2018,7,15,日,1676915,2018-07-15,是
2018,7,16,一,2112468,2018-07-16,否
2018,7,17,二,2165973,2018-07-17,否
2018,7,18,三,2183304,2018-07-18,否
2018,7,19,四,2184948,2018-07-19,否
2018,7,20,五,2324540,2018-07-20,否
2018,7,21,六,1898282,2018-07-21,是
2018,7,22,日,1642737,2018-07-22,是
2018,7,23,一,2095004,2018-07-23,否
2018,7,24,二,2117995,2018-07-24,否
2018,7,25,三,2159663,2018-07-25,否
2018,7,26,四,2180673,2018-07-26,否
2018,7,27,五,2297693,2018-07-27,否
2018,7,28,六,1989618,2018-07-28,是
2018,7,29,日,1684469,2018-07-29,是
2018,7,30,一,2082427,2018-07-30,否
2018,7,31,二,2141941,2018-07-31,否
2018,6,1,五,2364411,2018-06-01,否
2018,6,2,六,1926201,2018-06-02,是
2018,6,3,日,1649380,2018-06-03,是
