Date,name,isHoliday,holidayCategory,description
20210614,端午節,是,放假之紀念日及節日,全國各機關學校放假一日。
20210619,,是,星期六、星期日,
20210620,,是,星期六、星期日,
20210626,,是,星期六、星期日,
20210627,,是,星期六、星期日,
20210703,,是,星期六、星期日,
20210704,,是,星期六、星期日,
20210710,,是,星期六、星期日,
20210711,,是,星期六、星期日,
20210717,,是,星期六、星期日,
20210718,,是,星期六、星期日,
20210724,,是,星期六、星期日,
20210725,,是,星期六、星期日,
20210731,,是,星期六、星期日,
20210801,,是,星期六、星期日,
20210807,,是,星期六、星期日,
20210808,,是,星期六、星期日,
20210814,,是,星期六、星期日,
20210815,,是,星期六、星期日,
20210821,,是,星期六、星期日,
20210822,,是,星期六、星期日,
20210828,,是,星期六、星期日,
20210829,,是,星期六、星期日,
20210903,軍人節,是,特定節日,軍人依國防部規定辦理。
20210904,,是,星期六、星期日,
20210905,,是,星期六、星期日,
20210911,,否,補行上班日,
20210912,,是,星期六、星期日,
20210918,,是,星期六、星期日,
20210919,,是,星期六、星期日,
20210920,,是,調整放假日,
20210921,中秋節,是,放假之紀念日及節日,全國各機關學校放假一日，適逢星期二，調整九月二十日為放假日，並於九月十一日補行上班一日。
20210925,,是,星期六、星期日,
20210926,,是,星期六、星期日,
20211002,,是,星期六、星期日,
20211003,,是,星期六、星期日,
20211009,,是,星期六、星期日,
20211010,國慶日,是,放假之紀念日及節日,全國各機關學校放假一日，適逢星期日，於十月十一日補假一日。
20211011,,是,補假,
20211016,,是,星期六、星期日,
20211017,,是,星期六、星期日,
20211023,,是,星期六、星期日,
20211024,,是,星期六、星期日,
20211030,,是,星期六、星期日,
20211031,,是,星期六、星期日,
20211106,,是,星期六、星期日,
20211107,,是,星期六、星期日,
20211113,,是,星期六、星期日,
20211114,,是,星期六、星期日,
20211120,,是,星期六、星期日,
20211121,,是,星期六、星期日,
20211127,,是,星期六、星期日,
20211128,,是,星期六、星期日,
20211204,,是,星期六、星期日,
20211205,,是,星期六、星期日,
20211211,,是,星期六、星期日,
20211212,,是,星期六、星期日,
20211218,,是,星期六、星期日,
20211219,,是,星期六、星期日,
20211225,,是,星期六、星期日,
20211226,,是,星期六、星期日,
20211231,,是,補假,
20220101,中華民國開國紀念日,是,放假之紀念日及節日,全國各機關學校放假一日，適逢星期六，於一一○年十二月三十一日補假一日。
20220102,,是,星期六、星期日,
20220108,,是,星期六、星期日,
20220109,,是,星期六、星期日,
20220115,,是,星期六、星期日,
20220116,,是,星期六、星期日,
20220122,,否,補行上班日,
20220123,,是,星期六、星期日,
20220129,,是,星期六、星期日,
20220130,,是,星期六、星期日,
20220131,農曆除夕,是,放假之紀念日及節日,全國各機關學校放假一日。
20220201,春節,是,放假之紀念日及節日,全國各機關學校於二月一日至二月三日放假三日，其中春節初三(二月三日)適逢星期四，調整二月四日為放假日，並於一月二十二日補行上班一日。
20220202,春節,是,放假之紀念日及節日,
20220203,春節,是,放假之紀念日及節日,
20220204,,是,調整放假日,
20220205,,是,星期六、星期日,
20220206,,是,星期六、星期日,
20220212,,是,星期六、星期日,
20220213,,是,星期六、星期日,
20220219,,是,星期六、星期日,
20220220,,是,星期六、星期日,
20220226,,是,星期六、星期日,
20220227,,是,星期六、星期日,
20220228,和平紀念日,是,放假之紀念日及節日,全國各機關學校放假一日。
20220305,,是,星期六、星期日,
20220306,,是,星期六、星期日,
20220312,,是,星期六、星期日,
20220313,,是,星期六、星期日,
20220319,,是,星期六、星期日,
20220320,,是,星期六、星期日,
20220326,,是,星期六、星期日,
20220327,,是,星期六、星期日,
20220402,,是,星期六、星期日,
20220403,,是,星期六、星期日,
20220404,兒童節,是,放假之紀念日及節日,全國各機關學校放假一日。
20220405,民族掃墓節（清明節）,是,放假之紀念日及節日,全國各機關學校放假一日。
20220409,,是,星期六、星期日,
20220410,,是,星期六、星期日,
20220416,,是,星期六、星期日,
20220417,,是,星期六、星期日,
20220423,,是,星期六、星期日,
20220424,,是,星期六、星期日,
20220430,,是,星期六、星期日,
20220501,勞動節,是,特定節日,勞工放假一日。
20220507,,是,星期六、星期日,
20220508,,是,星期六、星期日,
20220514,,是,星期六、星期日,
20220515,,是,星期六、星期日,
20220521,,是,星期六、星期日,
20220522,,是,星期六、星期日,
20220528,,是,星期六、星期日,
20220529,,是,星期六、星期日,
20220603,端午節,是,放假之紀念日及節日,全國各機關學校放假一日。
20220604,,是,星期六、星期日,
20220605,,是,星期六、星期日,
20220611,,是,星期六、星期日,
20220612,,是,星期六、星期日,
20220618,,是,星期六、星期日,
20220619,,是,星期六、星期日,
20220625,,是,星期六、星期日,
20220626,,是,星期六、星期日,
20220702,,是,星期六、星期日,
20220703,,是,星期六、星期日,
20220709,,是,星期六、星期日,
20220710,,是,星期六、星期日,
20220716,,是,星期六、星期日,
20220717,,是,星期六、星期日,
20220723,,是,星期六、星期日,
20220724,,是,星期六、星期日,
20220730,,是,星期六、星期日,
20220731,,是,星期六、星期日,
20220806,,是,星期六、星期日,
20220807,,是,星期六、星期日,
20220813,,是,星期六、星期日,
20220814,,是,星期六、星期日,
20220820,,是,星期六、星期日,
20220821,,是,星期六、星期日,
20220827,,是,星期六、星期日,
20220828,,是,星期六、星期日,
20220903,軍人節,是,特定節日,軍人依國防部規定辦理。
20220904,,是,星期六、星期日,
20220909,,是,補假,
20220910,中秋節,是,放假之紀念日及節日,全國各機關學校放假一日，適逢星期六，於九月九日補假一日。
20220911,,是,星期六、星期日,
20220917,,是,星期六、星期日,
20220918,,是,星期六、星期日,
20220924,,是,星期六、星期日,
20220925,,是,星期六、星期日,
20221001,,是,星期六、星期日,
20221002,,是,星期六、星期日,
20221008,,是,星期六、星期日,
20221009,,是,星期六、星期日,
20221010,國慶日,是,放假之紀念日及節日,全國各機關學校放假一日。
20221015,,是,星期六、星期日,
20221016,,是,星期六、星期日,
20221022,,是,星期六、星期日,
20221023,,是,星期六、星期日,
20221029,,是,星期六、星期日,
20221030,,是,星期六、星期日,
20221105,,是,星期六、星期日,
20221106,,是,星期六、星期日,
20221112,,是,星期六、星期日,
20221113,,是,星期六、星期日,
20221119,,是,星期六、星期日,
20221120,,是,星期六、星期日,
20221126,,是,星期六、星期日,
20221127,,是,星期六、星期日,
20221203,,是,星期六、星期日,
20221204,,是,星期六、星期日,
20221210,,是,星期六、星期日,
20221211,,是,星期六、星期日,
20221217,,是,星期六、星期日,
20221218,,是,星期六、星期日,
20221224,,是,星期六、星期日,
20221225,,是,星期六、星期日,
20221231,,是,星期六、星期日,
20230101,中華民國開國紀念日,是,放假之紀念日及節日,全國各機關學校放假一日，適逢星期日，於一月二日補假一日。
20230102,,是,補假,
20230107,,否,補行上班日,
20230108,,是,星期六、星期日,
20230114,,是,星期六、星期日,
20230115,,是,星期六、星期日,
20230120,,是,調整放假日,
20230121,農曆除夕,是,放假之紀念日及節日,全國各機關學校放假一日，適逢星期六，於一月二十五日補假一日；小年夜(一月二十日)適逢星期五，調整為放假日，並於一月七日補行上班一日。
20230122,春節,是,放假之紀念日及節日,全國各機關學校於一月二十二日至一月二十四日放假三日，其中春節初一適逢星期日，於一月二十六日補假一日；一月二十七日調整放假，並於二月四日補行上班一日。
20230123,春節,是,放假之紀念日及節日,
20230124,春節,是,放假之紀念日及節日,
20230125,,是,補假,
20230126,,是,補假,
20230127,,是,調整放假日,
20230128,,是,星期六、星期日,
20230129,,是,星期六、星期日,
20230204,,否,補行上班日,
20230205,,是,星期六、星期日,
20230211,,是,星期六、星期日,
20230212,,是,星期六、星期日,
20230218,,否,補行上班日,
20230219,,是,星期六、星期日,
20230225,,是,星期六、星期日,
20230226,,是,星期六、星期日,
20230227,,是,調整放假日,
20230228,和平紀念日,是,放假之紀念日及節日,全國各機關學校放假一日，適逢星期二，調整二月二十七日為放假日，並於二月十八日補行上班一日。
20230304,,是,星期六、星期日,
20230305,,是,星期六、星期日,
20230311,,是,星期六、星期日,
20230312,,是,星期六、星期日,
20230318,,是,星期六、星期日,
20230319,,是,星期六、星期日,
20230325,,否,補行上班日,
20230326,,是,星期六、星期日,
20230401,,是,星期六、星期日,
20230402,,是,星期六、星期日,
20230403,,是,調整放假日,
20230404,兒童節,是,放假之紀念日及節日,全國各機關學校放假一日，適逢星期二，調整四月三日為放假日，並於三月二十五日補行上班一日。
20230405,民族掃墓節（清明節）,是,放假之紀念日及節日,全國各機關學校放假一日。
20230408,,是,星期六、星期日,
20230409,,是,星期六、星期日,
20230415,,是,星期六、星期日,
20230416,,是,星期六、星期日,
20230422,,是,星期六、星期日,
20230423,,是,星期六、星期日,
20230429,,是,星期六、星期日,
20230430,,是,星期六、星期日,
20230501,勞動節,是,特定節日,勞工放假一日。
20230506,,是,星期六、星期日,
20230507,,是,星期六、星期日,
20230513,,是,星期六、星期日,
20230514,,是,星期六、星期日,
20230520,,是,星期六、星期日,
20230521,,是,星期六、星期日,
20230527,,是,星期六、星期日,
20230528,,是,星期六、星期日,
20230603,,是,星期六、星期日,
20230604,,是,星期六、星期日,
20230610,,是,星期六、星期日,
20230611,,是,星期六、星期日,
20230617,,否,補行上班日,
20230618,,是,星期六、星期日,
20230622,端午節,是,放假之紀念日及節日,全國各機關學校放假一日，適逢星期四，調整六月二十三日為放假日，並於六月十七日補行上班一日。
20230623,,是,調整放假日,
20230624,,是,星期六、星期日,
20230625,,是,星期六、星期日,
20230701,,是,星期六、星期日,
20230702,,是,星期六、星期日,
20230708,,是,星期六、星期日,
20230709,,是,星期六、星期日,
20230715,,是,星期六、星期日,
20230716,,是,星期六、星期日,
20230722,,是,星期六、星期日,
20230723,,是,星期六、星期日,
20230729,,是,星期六、星期日,
20230730,,是,星期六、星期日,
20230805,,是,星期六、星期日,
20230806,,是,星期六、星期日,
20230812,,是,星期六、星期日,
20230813,,是,星期六、星期日,
20230819,,是,星期六、星期日,
20230820,,是,星期六、星期日,
20230826,,是,星期六、星期日,
20230827,,是,星期六、星期日,
20230902,,是,星期六、星期日,
20230903,軍人節,是,特定節日,軍人依國防部規定辦理。
20230909,,是,星期六、星期日,
20230910,,是,星期六、星期日,
20230916,,是,星期六、星期日,
20230917,,是,星期六、星期日,
20230923,,否,補行上班日,
20230924,,是,星期六、星期日,
20230929,中秋節,是,放假之紀念日及節日,全國各機關學校放假一日。
20230930,,是,星期六、星期日,
20231001,,是,星期六、星期日,
20231007,,是,星期六、星期日,
20231008,,是,星期六、星期日,
20231009,,是,調整放假日,
20231010,國慶日,是,放假之紀念日及節日,全國各機關學校放假一日，適逢星期二，調整十月九日為放假日，並於九月二十三日補行上班一日。
20231014,,是,星期六、星期日,
20231015,,是,星期六、星期日,
20231021,,是,星期六、星期日,
20231022,,是,星期六、星期日,
20231028,,是,星期六、星期日,
20231029,,是,星期六、星期日,
20231104,,是,星期六、星期日,
20231105,,是,星期六、星期日,
20231111,,是,星期六、星期日,
20231112,,是,星期六、星期日,
20231118,,是,星期六、星期日,
20231119,,是,星期六、星期日,
20231125,,是,星期六、星期日,
20231126,,是,星期六、星期日,
20231202,,是,星期六、星期日,
20231203,,是,星期六、星期日,
20231209,,是,星期六、星期日,
20231210,,是,星期六、星期日,
20231216,,是,星期六、星期日,
20231217,,是,星期六、星期日,
20231223,,是,星期六、星期日,
20231224,,是,星期六、星期日,
20231230,,是,星期六、星期日,
20231231,,是,星期六、星期日,
20240101,中華民國開國紀念日,是,放假之紀念日及節日,全國各機關學校放假一日。
20240106,,是,星期六、星期日,
20240107,,是,星期六、星期日,
20240113,,是,星期六、星期日,
20240114,,是,星期六、星期日,
20240120,,是,星期六、星期日,
20240121,,是,星期六、星期日,
20240127,,是,星期六、星期日,
20240128,,是,星期六、星期日,
20240203,,是,星期六、星期日,
20240204,,是,星期六、星期日,
20240208,,是,調整放假日,
20240209,農曆除夕,是,放假之紀念日及節日,全國各機關學校放假一日，小年夜(二月八日)適逢星期四，調整為放假日，並於二月十七日補行上班一日。
20240210,春節,是,放假之紀念日及節日,全國各機關學校於二月十日至二月十二日放假三日，其中春節初一、初二適逢星期六、星期日，分別於二月十三日及二月十四日各補假一日。
20240211,春節,是,放假之紀念日及節日,
20240212,春節,是,放假之紀念日及節日,
20240213,,是,補假,
20240214,,是,補假,
20240217,,否,補行上班日,
20240218,,是,星期六、星期日,
20240224,,是,星期六、星期日,
20240225,,是,星期六、星期日,
20240228,和平紀念日,是,放假之紀念日及節日,全國各機關學校放假一日。
20240302,,是,星期六、星期日,
20240303,,是,星期六、星期日,
20240309,,是,星期六、星期日,
20240310,,是,星期六、星期日,
20240316,,是,星期六、星期日,
20240317,,是,星期六、星期日,
20240323,,是,星期六、星期日,
20240324,,是,星期六、星期日,
20240330,,是,星期六、星期日,
20240331,,是,星期六、星期日,
20240404,兒童節及民族掃墓節,是,放假之紀念日及節日,全國各機關學校放假一日，兒童節與民族掃墓節同一日，於四月五日補假一日。
20240405,,是,補假,
20240406,,是,星期六、星期日,
20240407,,是,星期六、星期日,
20240413,,是,星期六、星期日,
20240414,,是,星期六、星期日,
20240420,,是,星期六、星期日,
20240421,,是,星期六、星期日,
20240427,,是,星期六、星期日,
20240428,,是,星期六、星期日,
20240501,勞動節,是,特定節日,勞工放假一日。
20240504,,是,星期六、星期日,
20240505,,是,星期六、星期日,
20240511,,是,星期六、星期日,
20240512,,是,星期六、星期日,
20240518,,是,星期六、星期日,
20240519,,是,星期六、星期日,
20240525,,是,星期六、星期日,
20240526,,是,星期六、星期日,
20240601,,是,星期六、星期日,
20240602,,是,星期六、星期日,
20240608,,是,星期六、星期日,
20240609,,是,星期六、星期日,
20240610,端午節,是,放假之紀念日及節日,全國各機關學校放假一日。
20240615,,是,星期六、星期日,
20240616,,是,星期六、星期日,
20240622,,是,星期六、星期日,
20240623,,是,星期六、星期日,
20240629,,是,星期六、星期日,
20240630,,是,星期六、星期日,
20240706,,是,星期六、星期日,
20240707,,是,星期六、星期日,
20240713,,是,星期六、星期日,
20240714,,是,星期六、星期日,
20240720,,是,星期六、星期日,
20240721,,是,星期六、星期日,
20240727,,是,星期六、星期日,
20240728,,是,星期六、星期日,
20240803,,是,星期六、星期日,
20240804,,是,星期六、星期日,
20240810,,是,星期六、星期日,
20240811,,是,星期六、星期日,
20240817,,是,星期六、星期日,
20240818,,是,星期六、星期日,
20240824,,是,星期六、星期日,
20240825,,是,星期六、星期日,
20240831,,是,星期六、星期日,
20240901,,是,星期六、星期日,
20240903,軍人節,是,特定節日,軍人依國防部規定辦理。
20240907,,是,星期六、星期日,
20240908,,是,星期六、星期日,
20240914,,是,星期六、星期日,
20240915,,是,星期六、星期日,
20240917,中秋節,是,放假之紀念日及節日,全國各機關學校放假一日。
20240921,,是,星期六、星期日,
20240922,,是,星期六、星期日,
20240928,,是,星期六、星期日,
20240929,,是,星期六、星期日,
20241005,,是,星期六、星期日,
20241006,,是,星期六、星期日,
20241010,國慶日,是,放假之紀念日及節日,全國各機關學校放假一日。
20241012,,是,星期六、星期日,
20241013,,是,星期六、星期日,
20241019,,是,星期六、星期日,
20241020,,是,星期六、星期日,
20241026,,是,星期六、星期日,
20241027,,是,星期六、星期日,
20241102,,是,星期六、星期日,
20241103,,是,星期六、星期日,
20241109,,是,星期六、星期日,
20241110,,是,星期六、星期日,
20241116,,是,星期六、星期日,
20241117,,是,星期六、星期日,
20241123,,是,星期六、星期日,
20241124,,是,星期六、星期日,
20241130,,是,星期六、星期日,
20241201,,是,星期六、星期日,
20241207,,是,星期六、星期日,
20241208,,是,星期六、星期日,
20241214,,是,星期六、星期日,
20241215,,是,星期六、星期日,
20241221,,是,星期六、星期日,
20241222,,是,星期六、星期日,
20241228,,是,星期六、星期日,
20241229,,是,星期六、星期日,
20250101,中華民國開國紀念日,是,放假之紀念日及節日,
20250104,,是,星期六、星期日,
20250105,,是,星期六、星期日,
20250111,,是,星期六、星期日,
20250112,,是,星期六、星期日,
20250118,,是,星期六、星期日,
20250119,,是,星期六、星期日,
20250125,,是,星期六、星期日,
20250126,,是,星期六、星期日,
20250127,,是,調整放假日,
20250128,農曆除夕,是,放假之紀念日及節日,全國各機關學校放假一日，小年夜(一月二十七日)適逢星期一，調整為放假日，並於二月八日補行上班一日。
20250129,春節,是,放假之紀念日及節日,全國各機關學校於一月二十九日至一月三十一日放假三日。
20250130,春節,是,放假之紀念日及節日,
20250131,春節,是,放假之紀念日及節日,
20250201,,是,星期六、星期日,
20250202,,是,星期六、星期日,
20250208,,否,補行上班日,
20250209,,是,星期六、星期日,
20250215,,是,星期六、星期日,
20250216,,是,星期六、星期日,
20250222,,是,星期六、星期日,
20250223,,是,星期六、星期日,
20250228,和平紀念日,是,放假之紀念日及節日,
20250301,,是,星期六、星期日,
20250302,,是,星期六、星期日,
20250308,,是,星期六、星期日,
20250309,,是,星期六、星期日,
20250315,,是,星期六、星期日,
20250316,,是,星期六、星期日,
20250322,,是,星期六、星期日,
20250323,,是,星期六、星期日,
20250329,,是,星期六、星期日,
20250330,,是,星期六、星期日,
20250403,,是,補假,
20250404,兒童節及民族掃墓節,是,放假之紀念日及節日,全國各機關學校放假一日，兒童節與民族掃墓節同一日，於四月三日補假一日。
20250405,,是,星期六、星期日,
20250406,,是,星期六、星期日,
20250412,,是,星期六、星期日,
20250413,,是,星期六、星期日,
20250419,,是,星期六、星期日,
20250420,,是,星期六、星期日,
20250426,,是,星期六、星期日,
20250427,,是,星期六、星期日,
20250501,勞動節,是,特定節日,勞工放假一日。
20250503,,是,星期六、星期日,
20250504,,是,星期六、星期日,
20250510,,是,星期六、星期日,
20250511,,是,星期六、星期日,
20250517,,是,星期六、星期日,
20250518,,是,星期六、星期日,
20250524,,是,星期六、星期日,
20250525,,是,星期六、星期日,
20250530,,是,補假,
20250531,端午節,是,放假之紀念日及節日,全國各機關學校放假一日。
20250601,,是,星期六、星期日,
20250607,,是,星期六、星期日,
20250608,,是,星期六、星期日,
20250614,,是,星期六、星期日,
20250615,,是,星期六、星期日,
20250621,,是,星期六、星期日,
20250622,,是,星期六、星期日,
20250628,,是,星期六、星期日,
20250629,,是,星期六、星期日,
20250705,,是,星期六、星期日,
20250706,,是,星期六、星期日,
20250712,,是,星期六、星期日,
20250713,,是,星期六、星期日,
20250719,,是,星期六、星期日,
20250720,,是,星期六、星期日,
20250726,,是,星期六、星期日,
20250727,,是,星期六、星期日,
20250802,,是,星期六、星期日,
20250803,,是,星期六、星期日,
20250809,,是,星期六、星期日,
20250810,,是,星期六、星期日,
20250816,,是,星期六、星期日,
20250817,,是,星期六、星期日,
20250823,,是,星期六、星期日,
20250824,,是,星期六、星期日,
20250830,,是,星期六、星期日,
20250831,,是,星期六、星期日,
20250903,軍人節,是,特定節日,軍人依國防部規定辦理。
20250906,,是,星期六、星期日,
20250907,,是,星期六、星期日,
20250913,,是,星期六、星期日,
20250914,,是,星期六、星期日,
20250920,,是,星期六、星期日,
20250921,,是,星期六、星期日,
20250927,,是,星期六、星期日,
20250928,,是,星期六、星期日,
20251004,,是,星期六、星期日,
20251005,,是,星期六、星期日,
20251006,中秋節,是,放假之紀念日及節日,全國各機關學校放假一日。
20251010,國慶日,是,放假之紀念日及節日,全國各機關學校放假一日。
20251011,,是,星期六、星期日,
20251012,,是,星期六、星期日,
20251018,,是,星期六、星期日,
20251019,,是,星期六、星期日,
20251025,,是,星期六、星期日,
20251026,,是,星期六、星期日,
20251101,,是,星期六、星期日,
20251102,,是,星期六、星期日,
20251108,,是,星期六、星期日,
20251109,,是,星期六、星期日,
20251115,,是,星期六、星期日,
20251116,,是,星期六、星期日,
20251122,,是,星期六、星期日,
20251123,,是,星期六、星期日,
20251129,,是,星期六、星期日,
20251130,,是,星期六、星期日,
20251206,,是,星期六、星期日,
20251207,,是,星期六、星期日,
20251213,,是,星期六、星期日,
20251214,,是,星期六、星期日,
20251220,,是,星期六、星期日,
20251221,,是,星期六、星期日,
20251227,,是,星期六、星期日,
20251228,,是,星期六、星期日,
