西元年,月,日,星期,總運量
2019,04,01,一,2144804
2019,04,02,二,2171834
2019,04,03,三,2273568
2019,04,04,四,1735515
2019,04,05,五,1566395
2019,04,06,六,1900553
2019,04,07,日,1630024
2019,04,08,一,2145864
2019,04,09,二,2183861
2019,04,10,三,2219725
2019,04,11,四,2241734
2019,04,12,五,2444520
2019,04,13,六,2043937
2019,04,14,日,1774276
2019,04,15,一,2196041
2019,04,16,二,2216472
2019,04,17,三,2290629
2019,04,18,四,2123512
2019,04,19,五,2486534
2019,04,20,六,2100220
2019,04,21,日,1763745
2019,04,22,一,2175378
2019,04,23,二,2238959
2019,04,24,三,2282495
2019,04,25,四,2292426
2019,04,26,五,2502241
2019,04,27,六,2145151
2019,04,28,日,1832023
2019,04,29,一,2230815
2019,04,30,二,2320863